"url","Col 1"
"https://www.crossfit.com/workout/?page=52","Rest Day"
"https://www.crossfit.com/workout/?page=52","For time:
 50 Medicine ball cleans, 20 pound ball
 15 foot Rope climb, 5 ascents
 40 Medicine ball cleans, 20 pound ball
 15 foot Rope climb, 4 ascents
 30 Medicine ball cleans, 20 pound ball
 15 foot Rope climb, 3 ascents
 20 Medicine ball cleans, 20 pound ball
 15 foot Rope climb, 2 ascents
 10 Medicine ball cleans, 20 pound ball
 15 foot Rope climb, 1 ascent; Post time to comments."
"https://www.crossfit.com/workout/?page=52","Zercher squat 2-2-2-2-2-2-2-2-2-2 reps; Post loads to comments."
"https://www.crossfit.com/workout/?page=52","2012 CrossFit Games Regional: Individual Event 3; Four rounds for time of:
 100 pound Dumbbell snatch, 10 reps
 200 foot Sprint; Post time to comments.; Compare to 120505."
"https://www.crossfit.com/workout/?page=52","Rest Day"
"https://www.crossfit.com/workout/?page=52","Five rounds for time of:
 275 pound Deadlift, 7 reps
 30 Squats
 7 Handstand push-ups; Post time to comments."
"https://www.crossfit.com/workout/?page=52","Row 5K; Post time to comments.; Compare to 091229."
"https://www.crossfit.com/workout/?page=52","For time:
 95 pound Overhead squat, 30 reps
 7 Muscle-ups
 95 pound Overhead squat, 20 reps
 5 Muscle-ups; Post times to comments."
"https://www.crossfit.com/workout/?page=52","Rest Day"
"https://www.crossfit.com/workout/?page=52","Clean 3-3-3-3-3-3-3 reps; Post loads to comments.; Compare to 120526."
"https://www.crossfit.com/workout/?page=52","Five rounds for time of:
 50 Double-unders
 185 pound Push jerk, 10 reps
 Rest 1 minute; Post times to comments."
"https://www.crossfit.com/workout/?page=52","Complete as many rounds as possible in 15 minutes of:
 8 Ring dips
 10 Box jumps, 24"" box
 95 pound barbell Overhead walking lunge, 12 steps; Post rounds completed to comments."
"https://www.crossfit.com/workout/?page=52","Rest Day"
"https://www.crossfit.com/workout/?page=52","For time:
 20 Wall ball shots, 20 pound ball
 20 Sit-ups
 20 Box jump, 24"" box
 20 Push-ups
 135 pound Clean, 20 reps
 20 Double-unders
 20 Thrusters, 35 pound dumbbells
 20 Pull-ups
 95 pound Overhead squat, 20 reps
 20 Kettlebell swings, 1.5 poods
 95 pound Push press, 20 reps
 20 Dips
 95 pound Sumo deadlift high pull, 20 reps
 20 Burpees
 135 pound Back squat, 20 reps
 20 GHD sit-ups
 20 Walking lunge steps
 135 pound Deadlift, 20 reps
 20 Knees to elbows
 135 pound Front squat, 20 reps; Post time to comments."
"https://www.crossfit.com/workout/?page=52","Weighted pull-ups 3-3-3-3-3 reps; Post loads and body weight to comments.; Compare to 110901."
"https://www.crossfit.com/workout/?page=52","""Fight Gone Bad!""; Three rounds of:
 Wall-ball, 20 pound ball, 10 ft target (Reps)
 Sumo deadlift high-pull, 75 pounds (Reps)
 Box Jump, 20"" box (Reps)
 Push-press, 75 pounds (Reps)
 Row (Calories); In this workout you move from each of five stations after a minute.The clock does not reset or stop between exercises. This is a five-minute round from which a one-minute break is allowed before repeating. On call of ""rotate"", the athletes must move to next station immediately for best score. One point is given for each rep, except on the rower where each calorie is one point.; Add your points and post them to comments.; Compare to 110917."
"https://www.crossfit.com/workout/?page=52","Rest Day"
"https://www.crossfit.com/workout/?page=52","""CrossFit Total""; Back squat, 1 rep
 Shoulder Press, 1 rep
 Deadlift, 1 rep; Post total to comments.; Compare to 120829."
"https://www.crossfit.com/workout/?page=52","Three rounds for time of:
 10 Weighted toes-to-bar, 8 pound ball
 Row 200 meters with straight legs
 10 Rower-facing burpees
 Row 200 meters with straight arms; Post times to comments."
"https://www.crossfit.com/workout/?page=52","For time:
 5 Front squats
 25 pull-ups
 4 Front squats
 20 pull-ups
 3 Front squats
 15 pull-ups
 2 Front squats
 10 pull-ups
 1 Front squat
 5 pull-ups; Post time and loads to comments."
"https://www.crossfit.com/workout/?page=52","Rest Day"
"https://www.crossfit.com/workout/?page=53","""Diane""; 21-15-9 reps of:
 225 pound Deadlift
 Handstand push-ups; Post time to comments.; Compare to 120427."
"https://www.crossfit.com/workout/?page=53","CrossFit Games Open 12.1; Complete as many reps as possible in 7 minutes of:
 Burpees; Post reps completed to comments.; Compare to 120223."
"https://www.crossfit.com/workout/?page=53","""Weston""; Five rounds for time of:
 Row 1000 meters
 200 meter Farmer carry, 45 pound dumbbells
 45 pound dumbbell Waiter walk, 50 meters, Right arm
 45 pound dumbbell Waiter walk, 50 meters, Left arm; Post time to comments."
"https://www.crossfit.com/workout/?page=53","Rest Day"
"https://www.crossfit.com/workout/?page=53","Complete as many rounds as possible in 20 minutes of:
 Run 400 meters
 Then three rounds of:
 5 Pull-ups
 10 Push-ups
 15 Squats; Post rounds completed to comments."
"https://www.crossfit.com/workout/?page=53","Snatch 3-3-2-2-2-1-1-1-1-1 reps; Post loads to comments."
"https://www.crossfit.com/workout/?page=53","Five rounds for time of:
 Run 400 meters
 20 Burpees
 15 Two-hand dumbbell Bent over row, 50 pounds each; Post time to comments.; Compare to 110119."
"https://www.crossfit.com/workout/?page=53","Rest Day"
"https://www.crossfit.com/workout/?page=53","Back Squat 2-2-2-2-2-2-2-2-2-2 reps; Post loads to comments.; Compare to 120421."
"https://www.crossfit.com/workout/?page=53","""Barbara""; Five rounds, each for time of:
 20 Pull-ups
 30 Push-ups
 40 Sit-ups
 50 Squats; Rest precisely three minutes between each round.; Post times to comments.; Compare to 120330."
"https://www.crossfit.com/workout/?page=53","Seven rounds for time of:
 75 pound Thruster, 12 reps
 9 Toes-to-bar
 Run 200 meters with a 20 pound medicine ball; Post time to comments."
"https://www.crossfit.com/workout/?page=53","Rest Day"
"https://www.crossfit.com/workout/?page=53","""Clovis""; For time:
 Run 10 miles
 150 Burpee pull-ups; Partition the run and burpee pull-ups as needed.; Post time to comments."
"https://www.crossfit.com/workout/?page=53","Snatch Balance 3-3-2-2-2-1-1-1-1-1 reps; Post loads to comments.; Compare to 051208."
"https://www.crossfit.com/workout/?page=53","""Ralph""; Four rounds for time of:
 250 pound Deadlift, 8 reps
 16 Burpees
 15 foot Rope climb, 3 ascents
 Run 600 meters; Post time to comments."
"https://www.crossfit.com/workout/?page=53","Rest Day"
"https://www.crossfit.com/workout/?page=53","For time:
 30 Handstand push-ups
 50 Back Extensions
 30 Knees to elbows
 225 pound Deadlift, 30 reps
 40 pound Dumbbell push press, 30 reps
 50 Kettlebell swings, 1.5 pood
 Row 20 calories
 10 Muscle-ups; Post time to comments."
"https://www.crossfit.com/workout/?page=53","Five rounds for time of:
 155 pound Power clean and jerk, 10 reps
 15 foot Rope climb, legless, 1 ascent; Post time to comments."
"https://www.crossfit.com/workout/?page=53","Front Squat 1-10-1-20-1-30 reps; Post loads to comments.; Compare to 110715."
"https://www.crossfit.com/workout/?page=53","Rest Day"
"https://www.crossfit.com/workout/?page=53","2010 Northwest Regional Event 1; Three rounds for time of:
 135 pound Overhead squat, 10 reps
 50 Double-unders; Post time to comments.; Compare to 111019."
"https://www.crossfit.com/workout/?page=53","Three rounds for time of:
 Row 500 meters
 21 Burpees
 Run 400 meters; Post time to comments.; Compare to 090805."
"https://www.crossfit.com/workout/?page=53","10 rounds for time of:
 Deadlift, 3 reps
 1 Back tuck; Post time and loads to comments."
"https://www.crossfit.com/workout/?page=53","Rest Day"
"https://www.crossfit.com/workout/?page=53","""Kelly""; Five rounds for time of:
 Run 400 meters
 30 Box jump, 24 inch box
 30 Wall ball shots, 20 pound ball; Post time to comments.; Compare to 120106."
"https://www.crossfit.com/workout/?page=53","Power snatch 1-1-1-1-1-1-1 reps; Post loads to comments."
"https://www.crossfit.com/workout/?page=53","Two rounds for time of:
 50 Pull-ups
 75 Sit-ups
 75 pound Overhead squat, 50 reps
 75 Double-unders; Post time to comments."
"https://www.crossfit.com/workout/?page=53","Rest Day"
"https://www.crossfit.com/workout/?page=53","Split jerk 2-2-2-2-2-2-2-2-2-2 reps; Alternate stance for each rep.; Post loads to comments."
"https://www.crossfit.com/workout/?page=53","For time:
 Row 500 meters
 Body weight Bench press, 30 reps
 Row 1000 meters
 Body weight Bench press, 20 reps
 Row 2000 meters
 Body weight Bench press, 10 reps; Post time to comments.; Compare to 120521."
"https://www.crossfit.com/workout/?page=53","21-18-15-12-9-6-3 reps for time of:
 95 pound Sumo deadlift high pull
 Lateral jumps, over 24"" obstacle; Post time to comments."
"https://www.crossfit.com/workout/?page=54","Rest Day"
"https://www.crossfit.com/workout/?page=54","Five rounds for time of:
 115 pound Push press, 12 reps
 40 meter Shuttle sprint (4 x 10 meters)
 115 pound Squat snatch, 8 reps; Post times to comments."
"https://www.crossfit.com/workout/?page=54","For time:
 25 GHD sit-ups
 1 Muscle-up
 20 GHD sit-ups
 2 Muscle-ups
 15 GHD sit-ups
 3 Muscle-ups
 10 GHD sit-ups
 4 Muscle-ups
 5 GHD sit-ups
 5 Muscle-ups; Post time to comments.; Compare to 111104."
"https://www.crossfit.com/workout/?page=54","1000 meter Row
 Rest 4 minutes
 Dumbbell ""Tabata"" Thrusters; Compare to 020924."
"https://www.crossfit.com/workout/?page=54","Rest Day"
"https://www.crossfit.com/workout/?page=54","For time:
 225 pound Hang clean, 30 reps
 50 One-legged squats, alternating
 Row 2000 meters; Post time to comments."
"https://www.crossfit.com/workout/?page=54","Run 1600 meters
 Rest 3 minutes
 Run 1200 meters
 Rest 2 minutes
 Run 800 meters
 Rest 1 minute
 Run 400 meters; Post times to comments.; Compare to 110410."
"https://www.crossfit.com/workout/?page=54","Three rounds for time of:
 45 pound Sots press, 15 reps
 Handstand walk 15 meters
 20 second L-sit hold
 Handstand walk 15 meters; Post time to comments."
"https://www.crossfit.com/workout/?page=54","Rest Day"
"https://www.crossfit.com/workout/?page=54","""Tom""; Complete as many rounds in 25 minutes as you can of:
 7 Muscle-ups
 155 pound Thruster, 11 reps
 14 Toes-to-bar; Post rounds completed to comments."
"https://www.crossfit.com/workout/?page=54","Weighted dip 3-2-2-2-1-1-1-1-1 reps; Post loads to comments.; Compare to 110724."
"https://www.crossfit.com/workout/?page=54","""Glen""; For time:
 135 pound Clean and jerk, 30 reps
 Run 1 mile
 15 foot Rope climb, 10 ascents
 Run 1 mile
 100 Burpees; Post time to comments."
"https://www.crossfit.com/workout/?page=54","Rest Day"
"https://www.crossfit.com/workout/?page=54","Push press 3-3-3-3-3-3-3 reps; Post loads to comments.; Compare to 101122."
"https://www.crossfit.com/workout/?page=54","Three rounds for time of:
 45 pound GHD Bench press, 15 reps
 25 Back extensions
 Run 800 meters; Post time to comments."
"https://www.crossfit.com/workout/?page=54","For time:
 100 ft Walking lunge
 50 Push-ups
 50 Double-unders
 25 Knees to elbows
 5 Rope climb, 15 ft
 50 Box jump, 24 inch box
 25 Overhead squats, 65 pounds
 25 L-pull-ups
 50 Sit-ups; Post time to comments.; Compare to 050313."
"https://www.crossfit.com/workout/?page=54","Rest Day"
"https://www.crossfit.com/workout/?page=54","For time:
 100 Burpee pull-ups; Ideally, the pull-up bar is one foot above your reach.; Post time to comments.; Compare to 111123."
"https://www.crossfit.com/workout/?page=54","Three rounds for time of:
 135 pound Squat clean, 10 reps
 20 Box jump, 24"" box; Post time to comments."
"https://www.crossfit.com/workout/?page=54","Deadlift 5-5-5-5-5 reps; Post loads to comments.; Compare to 120503."
"https://www.crossfit.com/workout/?page=54","Rest Day"
"https://www.crossfit.com/workout/?page=54","""Nate""; Complete as many rounds in twenty minutes as you can of:
 2 Muscle-ups
 4 Handstand Push-ups
 8 2-Pood Kettlebell swings; Post rounds completed to comments.; Compare to 120110."
"https://www.crossfit.com/workout/?page=54","Run 5K; Post time to comments.; Compare to 120408."
"https://www.crossfit.com/workout/?page=54","Five rounds for time of:
 Row 500 meters
 135 pound Bench press, 15 reps.; Post time to comments.; Compare to 050325."
"https://www.crossfit.com/workout/?page=54","Rest Day"
"https://www.crossfit.com/workout/?page=54","Three rounds for time of:
 100 meter Walking lunge
 Handstand walk 20 meters
 50 Kettlebell swings, 1 pood; Post time to comments."
"https://www.crossfit.com/workout/?page=54","Back Squat 5-5-5-5-5 reps; Post loads to comments.; Compare to 120303."
"https://www.crossfit.com/workout/?page=54","For time:
 100 L-Pull-ups; Post time to comments.; Compare to 050722."
"https://www.crossfit.com/workout/?page=54","Rest Day"
"https://www.crossfit.com/workout/?page=54","Shoulder Press 3-3-3-3-3-3-3; Post loads to comments.; Compare to 110305."
"https://www.crossfit.com/workout/?page=54","""Adrian""; Seven rounds for time of:
 3 Forward rolls
 5 Wall climbs
 7 Toes to bar
 9 Box jumps, 30"" box; Post time to comments."
"https://www.crossfit.com/workout/?page=55","21-15-9 reps for time of:
 GHD Wall ball, 10 pound ball
 Wallball ""2-fer-1s"", 20 pound ball; Post time to comments.; Compare to 111113."
"https://www.crossfit.com/workout/?page=55","Rest Day"
"https://www.crossfit.com/workout/?page=55","Weighted pull-ups 1-1-1-1-1-1-1 reps; Post loads and body weight to comments.; Compare to 120228."
"https://www.crossfit.com/workout/?page=55","21-15-9 reps of:
 225 pound Deadlift
 135 pound Overhead squat; Post time to comments.; Compare to 110325."
"https://www.crossfit.com/workout/?page=55","""Angie""; For time:
 100 Pull-ups
 100 Push-ups
 100 Sit-ups
 100 Squats; Post time to comments.; Compare to 120220."
"https://www.crossfit.com/workout/?page=55","Rest Day"
"https://www.crossfit.com/workout/?page=55","For time:
 185 pound Clean and jerk, 30 reps; Yurii Hanson 3:06. Post time to comments."
"https://www.crossfit.com/workout/?page=55","Five rounds for time of:
 15 Walking lunge steps, carrying a 95 pound barbell in the front rack position
 30 Double-unders; Post time to comments."
"https://www.crossfit.com/workout/?page=55","Four rounds for time of:
 15 foot Rope climb, 3 ascents
 30 Push-ups
 30 Sit-ups; Post time to comments."
"https://www.crossfit.com/workout/?page=55","Rest Day"
"https://www.crossfit.com/workout/?page=55","For time:
 Row 500 meters
 50 Wall ball shots, 20 pound ball
 Row 400 meters
 40 Wall ball shots, 20 pound ball
 Row 300 meters
 30 Wall ball shots, 20 pound ball
 Row 200 meters
 20 Wall ball shots, 20 pound ball
 Row 100 meters
 10 Wall ball shots, 20 pound ball; Post time to comments."
"https://www.crossfit.com/workout/?page=55","""The Seven""; Seven rounds for time of:
 7 Handstand push-ups
 135 pound Thruster, 7 reps
 7 Knees to elbows
 245 pound Deadlift, 7 reps
 7 Burpees
 7 Kettlebell swings, 2 pood
 7 Pull-ups; Post time to comments.; Compare to 100911."
"https://www.crossfit.com/workout/?page=55","Split snatch 2-2-2-2-2-2-2 reps; Alternate legs for each rep.; Post loads to comments."
"https://www.crossfit.com/workout/?page=55","Rest Day"
"https://www.crossfit.com/workout/?page=55","Eight rounds for max reps of:
 115 pound Hang power clean, 20 seconds
 Rest 10 seconds
 115 pound Push press, 20 seconds
 Rest 10 seconds; Post total hang cleans and total push presses to comments."
"https://www.crossfit.com/workout/?page=55","Overhead Squat 3-3-3-3-3 reps; Post loads to comments.; Compare to 120103."
"https://www.crossfit.com/workout/?page=55","""Helen""; Three rounds for time:
 Run 400 meters
 1 1/2 pood Kettlebell X 21 swings (or 55 pound dumbbell swing)
 12 Pull-ups; Post time to comments.; Compare to 120522."
"https://www.crossfit.com/workout/?page=55","Rest Day"
"https://www.crossfit.com/workout/?page=55","For time:
 95 pound Thruster, 100 reps; Post time to comments."
"https://www.crossfit.com/workout/?page=55","Three rounds for time of:
 15 Chest to bar pull-ups
 20 Burpees
 95 pound Sumo-deadlift high-pull, 15 reps; Post time to comments."
"https://www.crossfit.com/workout/?page=55","""Manion""; Seven rounds for time of:
 Run 400 meters
 135 pound Back squat, 29 reps; Post time to comments.; Compare to 120429."
"https://www.crossfit.com/workout/?page=55","Rest Day"
"https://www.crossfit.com/workout/?page=55","Three rounds for time of:
 Run 800 meters
 Rest 2 minutes; Post time to comments.; Compare to 120509."
"https://www.crossfit.com/workout/?page=55","""Holleyman""; 30 rounds for time of:
 5 Wall ball shots, 20 pound ball
 3 Handstand push-ups
 225 pound Power clean, 1 rep; Post time to comments."
"https://www.crossfit.com/workout/?page=55","""CrossFit Total""; Back squat, 1 rep
 Shoulder Press, 1 rep
 Deadlift, 1 rep; Post total to comments.; Compare to 120531."
"https://www.crossfit.com/workout/?page=55","Rest Day"
"https://www.crossfit.com/workout/?page=55","For time:
 25 Walking lunge steps
 20 Pull-ups
 50 Box jumps, 20 inch box
 20 Double-unders
 25 Ring dips
 20 Knees to elbows
 30 Kettlebell swings, 2 pood
 30 Sit-ups
 20 Hang squat cleans, 35 pound dumbbells
 25 Back extensions
 30 Wall ball shots, 20 pound ball
 3 Rope climb ascents; Post time to comments.; Compare to 110908."
"https://www.crossfit.com/workout/?page=55","10-8-6-4-2 reps for time of:
 Muscle-up
 Box jump, 40"" box; Pat Barber 4:58, Garret Fisher 6:38. Post time to comments."
"https://www.crossfit.com/workout/?page=55","30 rounds for distance of:
 Row 30 seconds
 Rest 30 seconds; Post distance to comments."
"https://www.crossfit.com/workout/?page=55","Rest Day"
"https://www.crossfit.com/workout/?page=55","""Tully""; Four rounds for time of:
 Swim 200 meters
 40 pound Dumbbell squat cleans, 23 reps; Post time to comments."
"https://www.crossfit.com/workout/?page=56","Power clean 1-1-1-1-1-1-1 reps; Post loads to comments.; Compare to 110601."
"https://www.crossfit.com/workout/?page=56","For time:
 135 pound Thruster, 15 reps
 Run 200 meters
 95 pound Thruster, 20 reps
 Run 400 meters
 65 pound Thruster, 30 reps
 Run 800 meters; Jeremy Thiel 10:05, Michael Winchester 11:10. Post time to comments."
"https://www.crossfit.com/workout/?page=56","Rest Day"
"https://www.crossfit.com/workout/?page=56","Five rounds for time of:
 275 pound Deadlift, 5 reps
 10 Burpees; Post time to comments.; Compare to 081215."
"https://www.crossfit.com/workout/?page=56","Five rounds for time of:
 135 pound barbell Overhead walking lunges, 25 feet
 15 Knees to elbows; Let trailing knee gently kiss the ground on each lunge.; Post time to comments."
"https://www.crossfit.com/workout/?page=56","Snatch balance 1-1-1-1-1-1-1; Post loads to comments.; Compare to 111117."
"https://www.crossfit.com/workout/?page=56","Rest Day"
"https://www.crossfit.com/workout/?page=56","Complete as many rounds as possible in 15 minutes of:
 10 Kettlebell swings, 2 pood
 10 Box jumps, 24 inch box
 10 Ring dips; Post rounds completed to comments."
"https://www.crossfit.com/workout/?page=56","50-35-20 reps of:
 Wall balls
 Pull-ups
 Double-unders; Post time to comments."
"https://www.crossfit.com/workout/?page=56","Three rounds for time of:
 Row 500 meters
 Run 400 meters; Post times to comments."
"https://www.crossfit.com/workout/?page=56","Rest Day"
"https://www.crossfit.com/workout/?page=56","10 rounds with a 2 minute rest in between, of any (or any combination) of:
 Swim 100 meters
 OR
 Run 400 meters
 OR
 Row 500 meters
 OR
 Bike 1000 meters; Post your choice of exercises and times of each round to comments."
"https://www.crossfit.com/workout/?page=56","Overhead squat 1-1-1-1-1 reps
 Front squat 1-1-1-1-1 reps
 Back squat 1-1-1-1-1 reps; Try to increase the load on each of the fifteen sets.; Post loads to comments.; Compare to 110913."
"https://www.crossfit.com/workout/?page=56","""Jared""
 4 rounds for time of:
 Run 800 meters
 40 Pull-ups
 70 Push-ups; Post time to comments."
"https://www.crossfit.com/workout/?page=56","Rest Day"
"https://www.crossfit.com/workout/?page=56","Fifteen rounds of:
 Power snatch followed immediately by five overhead squats.; Start light and add weight.; Sarah Hopping 175lbs. Post loads to comments.; Compare to 051018."
"https://www.crossfit.com/workout/?page=56","""Tabata Something Else""; Complete 32 intervals of 20 seconds of work followed by ten seconds of rest where the first 8 intervals are pull-ups, the second 8 are push-ups, the third 8 intervals are sit-ups, and finally, the last 8 intervals are squats. There is no rest between exercises.; Post total reps from all 32 intervals to comments.; Compare to 111028."
"https://www.crossfit.com/workout/?page=56","Shoulder press 1-1-1-1-1 reps
 Push press 3-3-3-3-3 reps
 Push Jerk 5-5-5-5-5 reps; Post loads to comments.; Compare to 101215."
"https://www.crossfit.com/workout/?page=56","Rest Day"
"https://www.crossfit.com/workout/?page=56","For time:
 75 pound Thruster, 30 reps
 15 foot Rope climb, 3 ascents
 75 pound Thruster, 20 reps
 15 foot Rope climb, 2 ascents
 75 pound Thruster, 10 reps
 15 foot Rope climb, 1 ascents; Andrea Ager 3:40. Post time to comments."
"https://www.crossfit.com/workout/?page=56","For time:
 50 Box jump, 24 inch box
 50 Jumping pull-ups
 50 Kettlebell swings, 1 pood
 Walking Lunge, 50 steps
 50 Knees to elbows
 50 Push press, 45 pounds
 50 Back extensions
 50 Wall ball shots, 20 pound ball
 50 Burpees
 50 Double unders; Post time to comments.; Compare to 120111."
"https://www.crossfit.com/workout/?page=56","Clean and Jerk 3-3-3-3-3 reps; Post loads to comments.; Compare to 080912."
"https://www.crossfit.com/workout/?page=56","Rest Day"
"https://www.crossfit.com/workout/?page=56","Three rounds for time of:
 135 pound Hang power clean, 15 reps
 15 Burpees; Post time to comments.; Compare to 101015."
"https://www.crossfit.com/workout/?page=56","Ten rounds for time of:
 3 Weighted Pull-ups, 45 pounds
 5 Strict Pull-ups
 7 Kipping Pull-up; For weighted pull-ups place a 45 pound dumbbell between the legs above crossed ankles and jettison the dumbbell after third rep and continue with strict pull-ups and then the kipping pull-ups. Coming off the bar or going to ground constitutes termination of a set.; Post time and number of sets to completion.; Compare to 100626."
"https://www.crossfit.com/workout/?page=56","Attach an object at precisely 12"" above your maximum reach with rope or cord, and complete 4 rounds for time of:
 30 Jump and touch
 185 pound Deadlift, 20 reps
 10 Handstand push-ups; Post time to comments."
"https://www.crossfit.com/workout/?page=56","Rest Day"
"https://www.crossfit.com/workout/?page=56","For time:
 225 pound Back squat, 21 reps
 42 GHD Sit-ups
 225 pound Back squat, 15 reps
 30 GHD Sit-ups
 225 pound Back squat, 9 reps
 18 GHD Sit-ups; Post time to comments."
"https://www.crossfit.com/workout/?page=56","Push Press 2-2-2-2-2-2-2 reps.; Post loads to comments."
"https://www.crossfit.com/workout/?page=56","""Ship""; Nine rounds for time of:
 185 pound Squat clean, 7 reps
 8 Burpee box jumps, 36"" box; Post time to comments."
"https://www.crossfit.com/workout/?page=56","Rest Day"
"https://www.crossfit.com/workout/?page=57","2012 Reebok CrossFit Games Chipper; For time:
 155 pound Overhead squat, 10 reps
 10 Box jump overs, 24"" box
 135 pound Thruster, 10 reps
 205 pound Power clean, 10 reps
 10 Toes to bar
 10 Burpee muscle-ups
 10 Toes to bar
 205 pound Power clean, 10 reps
 135 pound Thruster, 10 reps
 10 Box jump overs, 24"" box
 155 pound Overhead squat, 10 reps; Post time to comments."
"https://www.crossfit.com/workout/?page=57","Front squat 2-2-2-2-2-2 reps; Post load(s) to comments.; Compare to 111225."
"https://www.crossfit.com/workout/?page=57","For time:
 30 GHD sit-ups
 225 pound Deadlift, 30 reps
 30 Double-unders
 95 pound Overhead squat, 30 reps
 30 Pull-ups; Post time to comments."
"https://www.crossfit.com/workout/?page=57","Rest Day"
"https://www.crossfit.com/workout/?page=57","""Fran""; Three rounds, 21-15- and 9 reps, for time of:
 95 pound Thruster
 Pull-ups; Post time to comments.; Compare to 120102."
"https://www.crossfit.com/workout/?page=57","""Isabel""; For time:
 Snatch 135 pounds, 30 reps; Use 95 pounds, 65 pounds or broomstick as needed.; Post time and load to comments.; Compare to 110819."
"https://www.crossfit.com/workout/?page=57","""Elizabeth""; 21-15-9 reps of:
 Clean 135 pounds
 Ring dips; Post time to comments.; Compare to 120119."
"https://www.crossfit.com/workout/?page=57","Rest Day"
"https://www.crossfit.com/workout/?page=57","For time:
 185 pound Clean & jerk, 10 reps
 Sprint 100 yards
 20 foot Rope climb, 7 ascents
 Sprint 100 yards
 185 pound Clean & jerk, 1 rep; Post time to comments."
"https://www.crossfit.com/workout/?page=57","2012 Reebok CrossFit Games Track Triplet; Three rounds for time of:
 115 pound Split snatch, alternating legs, 8 reps
 7 Bar muscle-ups
 Run 400 meters; Post time to comments."
"https://www.crossfit.com/workout/?page=57","2012 Reebok CrossFit Games Clean Ladder; Complete the following every 30 seconds for as long as possible:
 Clean, 1 rep; Begin with 245 pounds and add 10 pounds every 30 seconds (or scale as needed). The workout is finished when you cannot complete the clean within the time limit.; Rob Orlando 315lbs, Katie Hogan 230lbs, Brooke Ence 205lbs.
 Post loads completed to comments."
"https://www.crossfit.com/workout/?page=57","Rest Day"
"https://www.crossfit.com/workout/?page=57","For time:
 100 Squats
 15 foot Rope climb, 4 ascents
 75 Squats
 15 foot Rope climb, 3 ascents
 50 Squats
 15 foot Rope climb, 2 ascents
 25 Squats
 15 foot Rope climb, 1 ascents; Chad Augustin 6:27, Wes Hutchinson 6:40, Gary Baron 7:02, Valerie Calhoun 7:55, Lynn Hunter 8:05. Post time to comments."
"https://www.crossfit.com/workout/?page=57","""Linda""; 10-9-8-7-6-5-4-3-2-1 reps of the triplet:; Deadlift: 1 1/2 body weight
 Bench press: body weight
 Clean: 3/4 body weight; Set up three bars and storm through for time.; Post time to comments.; Compare to 100903."
"https://www.crossfit.com/workout/?page=57","8 rounds of:
 Run 400 meters
 Rest 90 seconds; Post total time to comments not including 8th rest.; Compare to 120126."
"https://www.crossfit.com/workout/?page=57","Rest Day"
"https://www.crossfit.com/workout/?page=57","For time:
 50 Wall ball shots, 20 pound ball
 25 Toes-to-bar
 40 Wall ball shots, 20 pound ball
 20 Toes-to-bar
 30 Wall ball shots, 20 pound ball
 15 Toes-to-bar
 20 Wall ball shots, 20 pound ball
 10 Toes-to-bar
 10 Wall ball shots, 20 pound ball
 5 Toes-to-bar; Post time to comments."
"https://www.crossfit.com/workout/?page=57","Overhead squat 5-3-3-3-1-1-1-1-1 reps; Rory McKernan 225-245-260-275-290(f)-290-300(f)-300(f)-300lbs.
 Post loads to comments."
"https://www.crossfit.com/workout/?page=57","""Tumilson""; 8 rounds for time of:
 Run 200 meters
 11 Dumbbell burpee deadlifts, 60 pound dumbbells; Post time to comments."
"https://www.crossfit.com/workout/?page=57","Rest Day"
"https://www.crossfit.com/workout/?page=57","For time:
 70 Burpees
 60 Sit-ups
 50 Kettlebell swings, 1.5 poods
 40 Pull-ups
 30 Handstand push-ups; Post time to comments.; Compare to 110322."
"https://www.crossfit.com/workout/?page=57","""Nasty Girls""; 3 rounds for time of:
 50 Squats
 7 Muscle-ups
 135 pound Hang power cleans, 10 reps; Post time to comments.; Compare to 081211."
"https://www.crossfit.com/workout/?page=57","Rest Day"
"https://www.crossfit.com/workout/?page=57","Complete as many rounds as possible in 12 minutes of:
 115 pound Push press, 12 reps
 12 Chest to bar pull-ups
 12 One-legged squats; Post rounds completed to comments."
"https://www.crossfit.com/workout/?page=57","Back Squat 1-1-1-1-1-1-1 reps; Post loads to comments; Compare to 100128."
"https://www.crossfit.com/workout/?page=57","""SQT""; Three rounds for time of:
 95 pound Ground to overhead, 10 reps
 200 yard Shuttle sprint, 50 yards there and back twice; Post time to comments.; Compare to 100809."
"https://www.crossfit.com/workout/?page=57","Rest Day"
"https://www.crossfit.com/workout/?page=57","""Strange""; Eight rounds for time of:
 600 meter Run
 1.5 pood Weighted pull-up, 11 reps
 11 Walking lunge steps, carrying 1.5 pood kettlebells
 1.5 pood Kettlebell thruster, 11 reps; Post time to comments."
"https://www.crossfit.com/workout/?page=57","Five rounds for time of:
 15 Knees to elbows
 15 Hip extensions
 Handstand walk 15 meters
 15 Box jumps, 24"" box; Post time to comments."
"https://www.crossfit.com/workout/?page=57","Bench Press 5-5-5-5-5 reps; Rob Orlando 315-315-315-315-325(x3)lbs.
 Post loads to comments."
"https://www.crossfit.com/workout/?page=58","Rest Day"
"https://www.crossfit.com/workout/?page=58","21-15-9 reps for time of:
 225 pound Deadlift
 95 pound Thruster; Nicole Carroll 3:36 (155lb deadlift, 65lb thruster), Michael Giardina 4:01.
 Post time to comments."
